invoiceno,customer_id,transaction_time,country,transaction_amount,total_quantity,unique_products,line_count,is_return,transaction_hour,is_night_transaction,is_unknown_customer,customer_avg_amount,customer_std_amount,customer_transaction_count,previous_transaction_time,minutes_since_previous_transaction,high_amount_flag,high_quantity_flag,rapid_transaction_flag,amount_deviation_flag,risk_score,risk_level,is_suspicious,risk_reason
575938,17790.0,2011-11-13 11:30:00,United Kingdom,273.51,112,29,29,0,11,0,0,140.30714285714288,84.45370178420212,14,2011-10-09 14:22:00,50228.0,0,0,0,0,0,low,0,no major risk indicator
575591,17791.0,2011-11-10 12:09:00,United Kingdom,106.1,46,10,10,0,12,0,0,106.1,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
576274,17793.0,2011-11-14 14:24:00,United Kingdom,300.34,226,49,52,0,14,0,0,300.34,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
547050,17795.0,2011-03-20 12:02:00,United Kingdom,155.69,155,15,16,0,12,0,0,171.41500000000002,22.23850826831692,2,,999999.0,0,0,0,0,0,low,0,no major risk indicator
556536,17795.0,2011-06-13 12:36:00,United Kingdom,187.14000000000001,150,29,29,0,12,0,0,171.41500000000002,22.23850826831692,2,2011-03-20 12:02:00,122434.0,0,0,0,0,0,low,0,no major risk indicator
537130,17796.0,2010-12-05 12:23:00,United Kingdom,114.65,28,19,19,0,12,0,0,172.5,92.76918489814744,4,,999999.0,0,0,0,0,0,low,0,no major risk indicator
540506,17796.0,2011-01-09 11:12:00,United Kingdom,274.35,71,33,34,0,11,0,0,172.5,92.76918489814744,4,2010-12-05 12:23:00,50329.0,0,0,0,0,0,low,0,no major risk indicator
542605,17796.0,2011-01-30 12:42:00,United Kingdom,225.1,59,24,24,0,12,0,0,172.5,92.76918489814744,4,2011-01-09 11:12:00,30330.0,0,0,0,0,0,low,0,no major risk indicator
573400,17796.0,2011-10-30 15:38:00,United Kingdom,75.9,18,4,4,0,15,0,0,172.5,92.76918489814744,4,2011-01-30 12:42:00,393296.0,0,0,0,0,0,low,0,no major risk indicator
556330,17797.0,2011-06-10 11:29:00,United Kingdom,272.41,249,44,44,0,11,0,0,260.1433333333334,199.72272512994942,3,,999999.0,0,0,0,0,0,low,0,no major risk indicator
577033,17797.0,2011-11-17 13:16:00,United Kingdom,453.45,231,55,55,0,13,0,0,260.1433333333334,199.72272512994942,3,2011-06-10 11:29:00,230507.0,0,0,0,0,0,low,0,no major risk indicator
577036,17797.0,2011-11-17 13:21:00,United Kingdom,54.57,18,12,12,0,13,0,0,260.1433333333334,199.72272512994942,3,2011-11-17 13:16:00,5.0,0,0,1,0,25,medium,0,rapid repeat transaction
538629,17799.0,2010-12-13 13:10:00,United Kingdom,223.48,133,30,33,0,13,0,0,279.0018181818182,213.51550111493927,11,,999999.0,0,0,0,0,0,low,0,no major risk indicator
541816,17799.0,2011-01-21 15:56:00,United Kingdom,614.38,365,73,73,0,15,0,0,279.0018181818182,213.51550111493927,11,2010-12-13 13:10:00,56326.0,0,0,0,0,0,low,0,no major risk indicator
C541961,17799.0,2011-01-24 12:58:00,United Kingdom,29.849999999999998,3,2,2,1,12,0,0,279.0018181818182,213.51550111493927,11,2011-01-21 15:56:00,4142.0,0,0,0,0,0,low,0,no major risk indicator
541963,17799.0,2011-01-24 13:06:00,United Kingdom,172.85,33,11,11,0,13,0,0,279.0018181818182,213.51550111493927,11,2011-01-24 12:58:00,8.0,0,0,1,0,25,medium,0,rapid repeat transaction
546549,17799.0,2011-03-14 16:46:00,United Kingdom,258.41,132,43,43,0,16,0,0,279.0018181818182,213.51550111493927,11,2011-01-24 13:06:00,70780.0,0,0,0,0,0,low,0,no major risk indicator
546550,17799.0,2011-03-14 16:54:00,United Kingdom,6.35,1,1,1,0,16,0,0,279.0018181818182,213.51550111493927,11,2011-03-14 16:46:00,8.0,0,0,1,0,25,medium,0,rapid repeat transaction
549728,17799.0,2011-04-11 16:15:00,United Kingdom,111.75999999999999,87,15,15,0,16,0,0,279.0018181818182,213.51550111493927,11,2011-03-14 16:54:00,40281.0,0,0,0,0,0,low,0,no major risk indicator
557886,17799.0,2011-06-23 13:39:00,United Kingdom,565.21,231,75,78,0,13,0,0,279.0018181818182,213.51550111493927,11,2011-04-11 16:15:00,104964.0,0,0,0,0,0,low,0,no major risk indicator
558437,17799.0,2011-06-29 12:46:00,United Kingdom,175.89,112,26,26,0,12,0,0,279.0018181818182,213.51550111493927,11,2011-06-23 13:39:00,8587.0,0,0,0,0,0,low,0,no major risk indicator
565152,17799.0,2011-09-01 14:42:00,United Kingdom,386.65999999999997,250,59,59,0,14,0,0,279.0018181818182,213.51550111493927,11,2011-06-29 12:46:00,92276.0,0,0,0,0,0,low,0,no major risk indicator
577077,17799.0,2011-11-17 15:16:00,United Kingdom,524.18,409,64,65,0,15,0,0,279.0018181818182,213.51550111493927,11,2011-09-01 14:42:00,110914.0,0,0,0,0,0,low,0,no major risk indicator
540528,17800.0,2011-01-09 13:50:00,United Kingdom,136.05,98,11,12,0,13,0,0,131.91222222222223,20.795741016959326,9,,999999.0,0,0,0,0,0,low,0,no major risk indicator
546391,17800.0,2011-03-11 14:06:00,United Kingdom,103.65,69,7,7,0,14,0,0,131.91222222222223,20.795741016959326,9,2011-01-09 13:50:00,87856.0,0,0,0,0,0,low,0,no major risk indicator
552169,17800.0,2011-05-06 12:44:00,United Kingdom,115.15,55,7,7,0,12,0,0,131.91222222222223,20.795741016959326,9,2011-03-11 14:06:00,80558.0,0,0,0,0,0,low,0,no major risk indicator
558679,17800.0,2011-07-01 10:58:00,United Kingdom,124.9,81,20,22,0,10,0,0,131.91222222222223,20.795741016959326,9,2011-05-06 12:44:00,80534.0,0,0,0,0,0,low,0,no major risk indicator
558748,17800.0,2011-07-03 10:23:00,United Kingdom,115.75,71,8,8,0,10,0,0,131.91222222222223,20.795741016959326,9,2011-07-01 10:58:00,2845.0,0,0,0,0,0,low,0,no major risk indicator
563212,17800.0,2011-08-14 12:41:00,United Kingdom,169.8,77,11,11,0,12,0,0,131.91222222222223,20.795741016959326,9,2011-07-03 10:23:00,60618.0,0,0,0,0,0,low,0,no major risk indicator
566189,17800.0,2011-09-09 13:19:00,United Kingdom,139.5,109,12,12,0,13,0,0,131.91222222222223,20.795741016959326,9,2011-08-14 12:41:00,37478.0,0,0,0,0,0,low,0,no major risk indicator
572220,17800.0,2011-10-21 13:24:00,United Kingdom,155.11,106,15,15,0,13,0,0,131.91222222222223,20.795741016959326,9,2011-09-09 13:19:00,60485.0,0,0,0,0,0,low,0,no major risk indicator
574039,17800.0,2011-11-02 12:57:00,United Kingdom,127.30000000000001,66,9,9,0,12,0,0,131.91222222222223,20.795741016959326,9,2011-10-21 13:24:00,17253.0,0,0,0,0,0,low,0,no major risk indicator
536747,17802.0,2010-12-02 13:44:00,United Kingdom,100.2,75,12,12,0,13,0,0,329.56,308.6929965731865,4,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C556493,17802.0,2011-06-12 14:56:00,United Kingdom,33.2,9,7,7,1,14,0,0,329.56,308.6929965731865,4,2010-12-02 13:44:00,276552.0,0,0,0,0,0,low,0,no major risk indicator
556494,17802.0,2011-06-12 14:57:00,United Kingdom,532.22,332,63,63,0,14,0,0,329.56,308.6929965731865,4,2011-06-12 14:56:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
567180,17802.0,2011-09-18 14:56:00,United Kingdom,652.62,345,64,65,0,14,0,0,329.56,308.6929965731865,4,2011-06-12 14:57:00,141119.0,0,0,0,0,0,low,0,no major risk indicator
568471,17805.0,2011-09-27 11:49:00,United Kingdom,512.31,478,10,10,0,11,0,0,512.31,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
579168,17806.0,2011-11-28 14:12:00,United Kingdom,546.04,727,43,43,0,14,0,0,546.04,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
536380,17809.0,2010-12-01 09:41:00,United Kingdom,34.8,24,1,1,0,9,0,0,413.08,470.03449649999095,15,,999999.0,0,0,0,0,0,low,0,no major risk indicator
536954,17809.0,2010-12-03 12:41:00,United Kingdom,425.0,100,1,1,0,12,0,0,413.08,470.03449649999095,15,2010-12-01 09:41:00,3060.0,0,0,0,0,0,low,0,no major risk indicator
536957,17809.0,2010-12-03 12:43:00,United Kingdom,791.7,234,13,13,0,12,0,0,413.08,470.03449649999095,15,2010-12-03 12:41:00,2.0,0,0,1,0,25,medium,0,rapid repeat transaction
543649,17809.0,2011-02-11 09:11:00,United Kingdom,610.2,84,2,2,0,9,0,0,413.08,470.03449649999095,15,2010-12-03 12:43:00,100588.0,0,0,0,0,0,low,0,no major risk indicator
549445,17809.0,2011-04-08 13:01:00,United Kingdom,270.0,40,1,1,0,13,0,0,413.08,470.03449649999095,15,2011-02-11 09:11:00,80870.0,0,0,0,0,0,low,0,no major risk indicator
552048,17809.0,2011-05-06 10:00:00,United Kingdom,519.0,100,2,2,0,10,0,0,413.08,470.03449649999095,15,2011-04-08 13:01:00,40139.0,0,0,0,0,0,low,0,no major risk indicator
557416,17809.0,2011-06-20 11:49:00,United Kingdom,90.0,72,1,1,0,11,0,0,413.08,470.03449649999095,15,2011-05-06 10:00:00,64909.0,0,0,0,0,0,low,0,no major risk indicator
C558060,17809.0,2011-06-24 15:05:00,United Kingdom,1.06,1,1,1,1,15,0,0,413.08,470.03449649999095,15,2011-06-20 11:49:00,5956.0,0,0,0,0,0,low,0,no major risk indicator
C560418,17809.0,2011-07-18 15:01:00,United Kingdom,717.23,1,1,1,1,15,0,0,413.08,470.03449649999095,15,2011-06-24 15:05:00,34556.0,0,0,0,0,0,low,0,no major risk indicator
562108,17809.0,2011-08-02 15:40:00,United Kingdom,116.01,89,14,14,0,15,0,0,413.08,470.03449649999095,15,2011-07-18 15:01:00,21639.0,0,0,0,0,0,low,0,no major risk indicator
570248,17809.0,2011-10-10 08:30:00,United Kingdom,283.2,40,1,1,0,8,0,0,413.08,470.03449649999095,15,2011-08-02 15:40:00,98930.0,0,0,0,0,0,low,0,no major risk indicator
571242,17809.0,2011-10-14 15:04:00,United Kingdom,1835.6,1046,17,17,0,15,0,0,413.08,470.03449649999095,15,2011-10-10 08:30:00,6154.0,0,0,0,1,20,low,0,amount differs from customer behaviour
578254,17809.0,2011-11-23 12:52:00,United Kingdom,366.8,180,7,7,0,12,0,0,413.08,470.03449649999095,15,2011-10-14 15:04:00,57468.0,0,0,0,0,0,low,0,no major risk indicator
578256,17809.0,2011-11-23 12:59:00,United Kingdom,69.6,48,1,1,0,12,0,0,413.08,470.03449649999095,15,2011-11-23 12:52:00,7.0,0,0,1,0,25,medium,0,rapid repeat transaction
C578257,17809.0,2011-11-23 13:00:00,United Kingdom,66.0,40,1,1,1,13,0,0,413.08,470.03449649999095,15,2011-11-23 12:59:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
540566,17811.0,2011-01-10 10:58:00,United Kingdom,185.97,83,44,46,0,10,0,0,155.33019607843138,182.83908499541553,51,,999999.0,0,0,0,0,0,low,0,no major risk indicator
541648,17811.0,2011-01-20 11:15:00,United Kingdom,337.7,166,30,32,0,11,0,0,155.33019607843138,182.83908499541553,51,2011-01-10 10:58:00,14417.0,0,0,0,0,0,low,0,no major risk indicator
542149,17811.0,2011-01-26 10:17:00,United Kingdom,108.55000000000001,120,10,10,0,10,0,0,155.33019607843138,182.83908499541553,51,2011-01-20 11:15:00,8582.0,0,0,0,0,0,low,0,no major risk indicator
542929,17811.0,2011-02-02 10:34:00,United Kingdom,289.3,105,33,33,0,10,0,0,155.33019607843138,182.83908499541553,51,2011-01-26 10:17:00,10097.0,0,0,0,0,0,low,0,no major risk indicator
543801,17811.0,2011-02-13 11:52:00,United Kingdom,210.7,52,9,9,0,11,0,0,155.33019607843138,182.83908499541553,51,2011-02-02 10:34:00,15918.0,0,0,0,0,0,low,0,no major risk indicator
543839,17811.0,2011-02-14 11:08:00,United Kingdom,103.7,30,3,3,0,11,0,0,155.33019607843138,182.83908499541553,51,2011-02-13 11:52:00,1396.0,0,0,0,0,0,low,0,no major risk indicator
544450,17811.0,2011-02-20 12:23:00,United Kingdom,1242.95,491,96,103,0,12,0,0,155.33019607843138,182.83908499541553,51,2011-02-14 11:08:00,8715.0,0,0,0,1,20,low,0,amount differs from customer behaviour
544642,17811.0,2011-02-22 11:41:00,United Kingdom,139.8,50,13,13,0,11,0,0,155.33019607843138,182.83908499541553,51,2011-02-20 12:23:00,2838.0,0,0,0,0,0,low,0,no major risk indicator
545279,17811.0,2011-03-01 11:36:00,United Kingdom,122.5,53,7,7,0,11,0,0,155.33019607843138,182.83908499541553,51,2011-02-22 11:41:00,10075.0,0,0,0,0,0,low,0,no major risk indicator
545700,17811.0,2011-03-06 14:57:00,United Kingdom,166.45,150,15,16,0,14,0,0,155.33019607843138,182.83908499541553,51,2011-03-01 11:36:00,7401.0,0,0,0,0,0,low,0,no major risk indicator
546524,17811.0,2011-03-14 12:51:00,United Kingdom,110.84,45,11,11,0,12,0,0,155.33019607843138,182.83908499541553,51,2011-03-06 14:57:00,11394.0,0,0,0,0,0,low,0,no major risk indicator
C547193,17811.0,2011-03-21 12:38:00,United Kingdom,6.95,1,1,1,1,12,0,0,155.33019607843138,182.83908499541553,51,2011-03-14 12:51:00,10067.0,0,0,0,0,0,low,0,no major risk indicator
547197,17811.0,2011-03-21 12:45:00,United Kingdom,108.42,30,7,7,0,12,0,0,155.33019607843138,182.83908499541553,51,2011-03-21 12:38:00,7.0,0,0,1,0,25,medium,0,rapid repeat transaction
549048,17811.0,2011-04-06 10:14:00,United Kingdom,113.1,42,6,6,0,10,0,0,155.33019607843138,182.83908499541553,51,2011-03-21 12:45:00,22889.0,0,0,0,0,0,low,0,no major risk indicator
549830,17811.0,2011-04-12 13:01:00,United Kingdom,117.83,57,9,9,0,13,0,0,155.33019607843138,182.83908499541553,51,2011-04-06 10:14:00,8807.0,0,0,0,0,0,low,0,no major risk indicator
551870,17811.0,2011-05-04 16:51:00,United Kingdom,194.3,132,14,14,0,16,0,0,155.33019607843138,182.83908499541553,51,2011-04-12 13:01:00,31910.0,0,0,0,0,0,low,0,no major risk indicator
C552944,17811.0,2011-05-12 11:40:00,United Kingdom,4.95,1,1,1,1,11,0,0,155.33019607843138,182.83908499541553,51,2011-05-04 16:51:00,11209.0,0,0,0,0,0,low,0,no major risk indicator
553423,17811.0,2011-05-17 10:28:00,United Kingdom,186.17000000000002,89,29,32,0,10,0,0,155.33019607843138,182.83908499541553,51,2011-05-12 11:40:00,7128.0,0,0,0,0,0,low,0,no major risk indicator
C553424,17811.0,2011-05-17 10:31:00,United Kingdom,0.85,1,1,1,1,10,0,0,155.33019607843138,182.83908499541553,51,2011-05-17 10:28:00,3.0,0,0,1,0,25,medium,0,rapid repeat transaction
C554361,17811.0,2011-05-24 10:15:00,United Kingdom,4.95,1,1,1,1,10,0,0,155.33019607843138,182.83908499541553,51,2011-05-17 10:31:00,10064.0,0,0,0,0,0,low,0,no major risk indicator
554362,17811.0,2011-05-24 10:17:00,United Kingdom,150.35,43,15,15,0,10,0,0,155.33019607843138,182.83908499541553,51,2011-05-24 10:15:00,2.0,0,0,1,0,25,medium,0,rapid repeat transaction
555548,17811.0,2011-06-05 13:16:00,United Kingdom,147.05,99,9,9,0,13,0,0,155.33019607843138,182.83908499541553,51,2011-05-24 10:17:00,17459.0,0,0,0,0,0,low,0,no major risk indicator
558107,17811.0,2011-06-26 15:09:00,United Kingdom,124.76,75,13,14,0,15,0,0,155.33019607843138,182.83908499541553,51,2011-06-05 13:16:00,30353.0,0,0,0,0,0,low,0,no major risk indicator
559671,17811.0,2011-07-11 13:55:00,United Kingdom,114.95,55,21,21,0,13,0,0,155.33019607843138,182.83908499541553,51,2011-06-26 15:09:00,21526.0,0,0,0,0,0,low,0,no major risk indicator
C560818,17811.0,2011-07-21 10:52:00,United Kingdom,7.47,2,2,2,1,10,0,0,155.33019607843138,182.83908499541553,51,2011-07-11 13:55:00,14217.0,0,0,0,0,0,low,0,no major risk indicator
560820,17811.0,2011-07-21 10:59:00,United Kingdom,146.66,127,11,11,0,10,0,0,155.33019607843138,182.83908499541553,51,2011-07-21 10:52:00,7.0,0,0,1,0,25,medium,0,rapid repeat transaction
C562367,17811.0,2011-08-04 14:03:00,United Kingdom,3.75,1,1,1,1,14,0,0,155.33019607843138,182.83908499541553,51,2011-07-21 10:59:00,20344.0,0,0,0,0,0,low,0,no major risk indicator
563062,17811.0,2011-08-11 15:25:00,United Kingdom,120.42,70,15,15,0,15,0,0,155.33019607843138,182.83908499541553,51,2011-08-04 14:03:00,10162.0,0,0,0,0,0,low,0,no major risk indicator
563843,17811.0,2011-08-19 14:02:00,United Kingdom,108.94,57,12,12,0,14,0,0,155.33019607843138,182.83908499541553,51,2011-08-11 15:25:00,11437.0,0,0,0,0,0,low,0,no major risk indicator
C566036,17811.0,2011-09-08 13:21:00,United Kingdom,3.75,1,1,1,1,13,0,0,155.33019607843138,182.83908499541553,51,2011-08-19 14:02:00,28759.0,0,0,0,0,0,low,0,no major risk indicator
566042,17811.0,2011-09-08 13:53:00,United Kingdom,182.9,90,31,31,0,13,0,0,155.33019607843138,182.83908499541553,51,2011-09-08 13:21:00,32.0,0,0,0,0,0,low,0,no major risk indicator
C566384,17811.0,2011-09-12 12:41:00,United Kingdom,13.55,3,3,3,1,12,0,0,155.33019607843138,182.83908499541553,51,2011-09-08 13:53:00,5688.0,0,0,0,0,0,low,0,no major risk indicator
566397,17811.0,2011-09-12 12:54:00,United Kingdom,142.82,83,30,30,0,12,0,0,155.33019607843138,182.83908499541553,51,2011-09-12 12:41:00,13.0,0,0,0,0,0,low,0,no major risk indicator
566453,17811.0,2011-09-12 16:23:00,United Kingdom,84.5,48,3,3,0,16,0,0,155.33019607843138,182.83908499541553,51,2011-09-12 12:54:00,209.0,0,0,0,0,0,low,0,no major risk indicator
568390,17811.0,2011-09-27 10:08:00,United Kingdom,132.68,58,10,11,0,10,0,0,155.33019607843138,182.83908499541553,51,2011-09-12 16:23:00,21225.0,0,0,0,0,0,low,0,no major risk indicator
569207,17811.0,2011-10-02 11:04:00,United Kingdom,159.97,86,16,17,0,11,0,0,155.33019607843138,182.83908499541553,51,2011-09-27 10:08:00,7256.0,0,0,0,0,0,low,0,no major risk indicator
570212,17811.0,2011-10-09 11:29:00,United Kingdom,121.02000000000001,135,17,17,0,11,0,0,155.33019607843138,182.83908499541553,51,2011-10-02 11:04:00,10105.0,0,0,0,0,0,low,0,no major risk indicator
571267,17811.0,2011-10-16 11:58:00,United Kingdom,146.7,69,8,8,0,11,0,0,155.33019607843138,182.83908499541553,51,2011-10-09 11:29:00,10109.0,0,0,0,0,0,low,0,no major risk indicator
C572440,17811.0,2011-10-24 12:06:00,United Kingdom,27.9,16,5,5,1,12,0,0,155.33019607843138,182.83908499541553,51,2011-10-16 11:58:00,11528.0,0,0,0,0,0,low,0,no major risk indicator
572447,17811.0,2011-10-24 12:25:00,United Kingdom,402.75,200,24,24,0,12,0,0,155.33019607843138,182.83908499541553,51,2011-10-24 12:06:00,19.0,0,0,0,0,0,low,0,no major risk indicator
C573929,17811.0,2011-11-02 10:14:00,United Kingdom,8.8,4,3,3,1,10,0,0,155.33019607843138,182.83908499541553,51,2011-10-24 12:25:00,12829.0,0,0,0,0,0,low,0,no major risk indicator
573930,17811.0,2011-11-02 10:15:00,United Kingdom,120.66,125,9,9,0,10,0,0,155.33019607843138,182.83908499541553,51,2011-11-02 10:14:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
574870,17811.0,2011-11-07 12:52:00,United Kingdom,152.67000000000002,145,12,12,0,12,0,0,155.33019607843138,182.83908499541553,51,2011-11-02 10:15:00,7357.0,0,0,0,0,0,low,0,no major risk indicator
576249,17811.0,2011-11-14 13:47:00,United Kingdom,374.17,245,65,70,0,13,0,0,155.33019607843138,182.83908499541553,51,2011-11-07 12:52:00,10135.0,0,0,0,0,0,low,0,no major risk indicator
577315,17811.0,2011-11-18 13:25:00,United Kingdom,219.92,154,43,43,0,13,0,0,155.33019607843138,182.83908499541553,51,2011-11-14 13:47:00,5738.0,0,0,0,0,0,low,0,no major risk indicator
577728,17811.0,2011-11-21 12:52:00,United Kingdom,360.73,268,35,40,0,12,0,0,155.33019607843138,182.83908499541553,51,2011-11-18 13:25:00,4287.0,0,0,0,0,0,low,0,no major risk indicator
C577731,17811.0,2011-11-21 13:06:00,United Kingdom,11.7,6,1,1,1,13,0,0,155.33019607843138,182.83908499541553,51,2011-11-21 12:52:00,14.0,0,0,0,0,0,low,0,no major risk indicator
579170,17811.0,2011-11-28 14:26:00,United Kingdom,188.54000000000002,63,32,32,0,14,0,0,155.33019607843138,182.83908499541553,51,2011-11-21 13:06:00,10160.0,0,0,0,0,0,low,0,no major risk indicator
C579172,17811.0,2011-11-28 14:31:00,United Kingdom,65.4,12,1,1,1,14,0,0,155.33019607843138,182.83908499541553,51,2011-11-28 14:26:00,5.0,0,0,1,0,25,medium,0,rapid repeat transaction
580151,17811.0,2011-12-02 10:21:00,United Kingdom,168.48000000000002,77,12,12,0,10,0,0,155.33019607843138,182.83908499541553,51,2011-11-28 14:31:00,5510.0,0,0,0,0,0,low,0,no major risk indicator
580659,17811.0,2011-12-05 13:46:00,United Kingdom,151.89999999999998,79,20,21,0,13,0,0,155.33019607843138,182.83908499541553,51,2011-12-02 10:21:00,4525.0,0,0,0,0,0,low,0,no major risk indicator
537422,17812.0,2010-12-06 15:27:00,United Kingdom,193.29999999999998,127,27,29,0,15,0,0,174.9525,93.7042970821865,4,,999999.0,0,0,0,0,0,low,0,no major risk indicator
573894,17812.0,2011-11-01 13:59:00,United Kingdom,43.47,17,13,13,0,13,0,0,174.9525,93.7042970821865,4,2010-12-06 15:27:00,475112.0,0,0,0,0,0,low,0,no major risk indicator
578521,17812.0,2011-11-24 14:06:00,United Kingdom,197.48,83,36,41,0,14,0,0,174.9525,93.7042970821865,4,2011-11-01 13:59:00,33127.0,0,0,0,0,0,low,0,no major risk indicator
578901,17812.0,2011-11-27 11:47:00,United Kingdom,265.56,102,48,50,0,11,0,0,174.9525,93.7042970821865,4,2011-11-24 14:06:00,4181.0,0,0,0,0,0,low,0,no major risk indicator
568984,17813.0,2011-09-29 15:57:00,United Kingdom,306.61,67,57,57,0,15,0,0,250.62142857142857,339.6425964858046,7,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C569786,17813.0,2011-10-06 11:40:00,United Kingdom,7.95,1,1,1,1,11,0,0,250.62142857142857,339.6425964858046,7,2011-09-29 15:57:00,9823.0,0,0,0,0,0,low,0,no major risk indicator
569897,17813.0,2011-10-06 16:01:00,United Kingdom,974.38,559,210,218,0,16,0,0,250.62142857142857,339.6425964858046,7,2011-10-06 11:40:00,261.0,0,0,0,0,0,low,0,no major risk indicator
C571059,17813.0,2011-10-13 14:27:00,United Kingdom,48.33,12,6,6,1,14,0,0,250.62142857142857,339.6425964858046,7,2011-10-06 16:01:00,9986.0,0,0,0,0,0,low,0,no major risk indicator
571060,17813.0,2011-10-13 14:28:00,United Kingdom,2.49,1,1,1,0,14,0,0,250.62142857142857,339.6425964858046,7,2011-10-13 14:27:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
573909,17813.0,2011-11-01 15:26:00,United Kingdom,212.12,68,36,39,0,15,0,0,250.62142857142857,339.6425964858046,7,2011-10-13 14:28:00,27418.0,0,0,0,0,0,low,0,no major risk indicator
578843,17813.0,2011-11-25 16:13:00,United Kingdom,202.47,57,33,33,0,16,0,0,250.62142857142857,339.6425964858046,7,2011-11-01 15:26:00,34607.0,0,0,0,0,0,low,0,no major risk indicator
538073,17816.0,2010-12-09 14:10:00,United Kingdom,16.21,16,10,10,0,14,0,0,9.14,4.991105421981522,4,,999999.0,0,0,0,0,0,low,0,no major risk indicator
546657,17816.0,2011-03-15 14:20:00,United Kingdom,5.1,6,1,1,0,14,0,0,9.14,4.991105421981522,4,2010-12-09 14:10:00,138250.0,0,0,0,0,0,low,0,no major risk indicator
569678,17816.0,2011-10-05 14:16:00,United Kingdom,9.01,5,4,4,0,14,0,0,9.14,4.991105421981522,4,2011-03-15 14:20:00,293756.0,0,0,0,0,0,low,0,no major risk indicator
574161,17816.0,2011-11-03 11:34:00,United Kingdom,6.24,3,2,2,0,11,0,0,9.14,4.991105421981522,4,2011-10-05 14:16:00,41598.0,0,0,0,0,0,low,0,no major risk indicator
545899,17817.0,2011-03-07 17:30:00,United Kingdom,74.7,25,11,12,0,17,0,0,129.22666666666666,60.93347301223962,3,,999999.0,0,0,0,0,0,low,0,no major risk indicator
545900,17817.0,2011-03-07 17:42:00,United Kingdom,195.0,1,1,1,0,17,0,0,129.22666666666666,60.93347301223962,3,2011-03-07 17:30:00,12.0,0,0,0,0,0,low,0,no major risk indicator
580676,17817.0,2011-12-05 14:39:00,United Kingdom,117.97999999999999,41,20,20,0,14,0,0,129.22666666666666,60.93347301223962,3,2011-03-07 17:42:00,392937.0,0,0,0,0,0,low,0,no major risk indicator
536980,17819.0,2010-12-03 14:26:00,United Kingdom,591.47,239,12,12,0,14,0,0,468.58375,302.60507714263485,8,,999999.0,0,0,0,0,0,low,0,no major risk indicator
538499,17819.0,2010-12-12 12:46:00,United Kingdom,388.65,35,2,2,0,12,0,0,468.58375,302.60507714263485,8,2010-12-03 14:26:00,12860.0,0,0,0,0,0,low,0,no major risk indicator
C544080,17819.0,2011-02-15 15:46:00,United Kingdom,43.8,4,1,1,1,15,0,0,468.58375,302.60507714263485,8,2010-12-12 12:46:00,93780.0,0,0,0,0,0,low,0,no major risk indicator
544081,17819.0,2011-02-15 15:49:00,United Kingdom,855.9999999999999,264,13,13,0,15,0,0,468.58375,302.60507714263485,8,2011-02-15 15:46:00,3.0,0,0,1,0,25,medium,0,rapid repeat transaction
549946,17819.0,2011-04-13 12:44:00,United Kingdom,189.83999999999997,24,3,3,0,12,0,0,468.58375,302.60507714263485,8,2011-02-15 15:49:00,81895.0,0,0,0,0,0,low,0,no major risk indicator
554975,17819.0,2011-05-29 10:40:00,United Kingdom,843.0600000000001,314,10,10,0,10,0,0,468.58375,302.60507714263485,8,2011-04-13 12:44:00,66116.0,0,0,0,0,0,low,0,no major risk indicator
556323,17819.0,2011-06-10 10:59:00,United Kingdom,599.4499999999999,115,6,6,0,10,0,0,468.58375,302.60507714263485,8,2011-05-29 10:40:00,17299.0,0,0,0,0,0,low,0,no major risk indicator
568804,17819.0,2011-09-29 10:52:00,United Kingdom,236.39999999999998,40,2,2,0,10,0,0,468.58375,302.60507714263485,8,2011-06-10 10:59:00,159833.0,0,0,0,0,0,low,0,no major risk indicator
C539071,17820.0,2010-12-15 17:04:00,United Kingdom,16.95,3,3,3,1,17,0,0,12.025,6.965001794687493,2,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C555253,17820.0,2011-06-01 15:14:00,United Kingdom,7.1000000000000005,2,2,2,1,15,0,0,12.025,6.965001794687493,2,2010-12-15 17:04:00,241810.0,0,0,0,0,0,low,0,no major risk indicator
571895,17824.0,2011-10-19 14:14:00,United Kingdom,298.4,408,13,13,0,14,0,0,298.4,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
538182,17827.0,2010-12-10 10:18:00,United Kingdom,114.24000000000001,38,9,9,0,10,0,0,397.466,310.9056520554105,5,,999999.0,0,0,0,0,0,low,0,no major risk indicator
538198,17827.0,2010-12-10 11:01:00,United Kingdom,919.8,659,87,87,0,11,0,0,397.466,310.9056520554105,5,2010-12-10 10:18:00,43.0,0,0,0,0,0,low,0,no major risk indicator
